archive,file,size,compressed_size,parse_status,page_count,chunk_count,blank_page_count,error_type
2020_138份.zip,00368_30-06-2020_德合集團_股份發售.pdf,5045158,3961465,success,420,418,2,
2020_138份.zip,00589_28-02-2020_建中建設_股份發售.pdf,5143404,3686606,success,566,566,0,
2020_138份.zip,00873_20-10-2020_世茂服務_全球發售.pdf,11289564,7685885,success,634,634,0,
2020_138份.zip,00909_15-09-2020_明源雲_全球發售.pdf,9570557,5519760,success,619,619,0,
2020_138份.zip,01147_23-04-2020_伊登軟件_股份發售.pdf,4993713,3382489,success,458,457,1,
2020_138份.zip,01153_27-11-2020_佳源服務_全球發售.pdf,3864357,2838635,success,559,559,0,
2020_138份.zip,01156_30-06-2020_CHINANEWENERGY_全球發售.pdf,8043753,6967270,success,498,497,1,
2020_138份.zip,01163_29-06-2020_虎視傳媒_全球發售.pdf,6540229,5046918,success,421,421,0,
2020_138份.zip,01167_09-12-2020_加科思－Ｂ_全球發售.pdf,7253132,5253445,success,520,519,1,
2020_138份.zip,01179_11-09-2020_華住集團－Ｓ_全球發售.pdf,3729421,2954709,success,599,597,2,
2020_138份.zip,01209_25-11-2020_華潤萬象生活_全球發售.pdf,9646090,7658371,success,576,575,1,
2020_138份.zip,01248_29-10-2020_天兆豬業_全球發售.pdf,4868059,3056237,success,594,594,0,
2020_138份.zip,01343_25-02-2020_偉源控股_股份發售.pdf,8652631,6838004,success,482,482,0,
2020_138份.zip,01351_28-10-2020_輝煌明天_股份發售.pdf,5656533,3881493,success,487,487,0,
2020_138份.zip,01376_21-04-2020_RAFFLESINTERIOR_股份發售.pdf,5836699,3900021,success,454,453,1,
2020_138份.zip,01379_11-12-2020_温嶺工量刃具_全球發售.pdf,7902331,6378401,success,510,510,0,
2020_138份.zip,01408_31-08-2020_濠江機電_全球發售.pdf,3944369,3136054,success,503,503,0,
2020_138份.zip,01429_15-09-2020_天任集團_股份發售.pdf,9330537,5273180,success,494,494,0,
2020_138份.zip,01433_28-02-2020_常達控股_全球發售.pdf,3834875,2821055,success,486,484,2,
2020_138份.zip,01440_28-12-2020_DEYUN HOLDING_股份發售.pdf,12558476,7870080,success,533,533,0,
2020_138份.zip,01449_27-07-2020_立德教育_全球發售.pdf,6612279,5677531,success,611,611,0,
2020_138份.zip,01455_31-08-2020_科利實業控股_全球發售.pdf,9977097,7778735,success,494,494,0,
2020_138份.zip,01463_17-03-2020_C-LINK SQ_股份發售.pdf,7360021,6169531,success,508,507,1,
2020_138份.zip,01472_28-02-2020_生興控股_股份發售.pdf,4816276,3376496,success,454,454,0,
2020_138份.zip,01477_29-06-2020_歐康維視生物－Ｂ_全球發售.pdf,10283461,7718063,success,578,576,2,
2020_138份.zip,01490_31-12-2020_CHESHI_全球發售.pdf,50273943,48643373,success,531,530,1,
2020_138份.zip,01502_19-06-2020_金融街物業_全球發售.pdf,6293087,4931312,success,576,576,0,
2020_138份.zip,01516_09-11-2020_融創服務_全球發售.pdf,5569445,3209808,success,668,668,0,
2020_138份.zip,01597_29-09-2020_納泉能源科技_全球發售.pdf,7454201,5576420,success,550,550,0,
2020_138份.zip,01643_31-12-2020_現代中藥集團_全球發售.pdf,8947356,6977132,success,563,563,0,
2020_138份.zip,01645_20-05-2020_海納智能_股份發售.pdf,8209508,5471644,success,430,429,1,
2020_138份.zip,01650_12-06-2020_HYGIEIA GROUP_以股份發售方式.pdf,8232873,7233715,success,453,453,0,
2020_138份.zip,01795_30-10-2020_亞東集團_股份發售.pdf,6483323,5104452,success,497,497,0,
2020_138份.zip,01855_22-12-2020_中邦環境_全球發售.pdf,50533847,48266931,success,746,744,2,
2020_138份.zip,01859_28-02-2020_煜盛文化_全球發售.pdf,5507865,5256826,success,426,425,1,
2020_138份.zip,01936_24-04-2020_RITAMIX_股份發售.pdf,24195534,18872104,success,430,429,1,
2020_138份.zip,01940_16-12-2020_CGII HLDGS_全球發售.pdf,13648224,12067502,success,553,551,2,
2020_138份.zip,01941_28-02-2020_燁星集團_全球發售.pdf,8900670,6544231,success,571,571,0,
2020_138份.zip,01942_27-03-2020_MOG HOLDINGS_全球發售.pdf,10468057,8268768,success,422,421,1,
2020_138份.zip,01945_16-12-2020_清科創業_全球發售.pdf,9116558,4756203,success,450,448,2,
2020_138份.zip,01950_27-02-2020_深藍科技控股_全球發售.pdf,4698530,4076159,success,580,579,1,
2020_138份.zip,01952_25-09-2020_雲頂新耀－Ｂ_全球發售.pdf,8013472,6383949,success,553,552,1,
2020_138份.zip,01953_14-04-2020_RIMBACO_股份發售.pdf,4826283,3629819,success,525,525,0,
2020_138份.zip,01957_18-06-2020_MBV INTL_全球發售.pdf,9126523,6154742,success,494,494,0,
2020_138份.zip,01961_27-02-2020_九尊數字互娛_全球發售.pdf,10564593,5700605,success,598,598,0,
2020_138份.zip,01971_24-06-2020_弘陽服務_全球發售.pdf,6543297,5407427,success,454,453,1,
2020_138份.zip,01981_30-06-2020_華夏視聽教育_全球發售.pdf,6207378,3599380,success,461,461,0,
2020_138份.zip,02057_17-09-2020_中通快遞－ＳＷ_全球發售.pdf,4341803,3495030,success,386,385,1,
2020_138份.zip,02096_13-10-2020_先聲藥業_全球發售.pdf,34793703,32834417,success,818,817,1,
2020_138份.zip,02101_07-09-2020_福祿控股_全球發售.pdf,9014625,6588823,success,552,551,1,
2020_138份.zip,02107_12-10-2020_第一服務控股_全球發售.pdf,3405666,2744099,success,642,640,2,
2020_138份.zip,02110_23-11-2020_裕勤控股_股份發售.pdf,7631919,6049811,success,524,524,0,
2020_138份.zip,02115_22-09-2020_捷心隆_全球發售.pdf,4603750,3455530,success,613,612,1,
2020_138份.zip,02117_27-11-2020_大唐集團控股_全球發售.pdf,9233671,7565659,success,886,886,0,
2020_138份.zip,02125_31-12-2020_稻草熊娛樂_全球發售.pdf,31066485,29135164,success,587,586,1,
2020_138份.zip,02126_22-10-2020_藥明巨諾－Ｂ_全球發售.pdf,57089341,54543249,success,840,839,1,
2020_138份.zip,02127_14-12-2020_匯森家居_全球發售.pdf,7268628,5600879,success,550,548,2,
2020_138份.zip,02129_30-12-2020_LEGION CONSO_股份發售.pdf,10961495,9221559,success,537,535,2,
2020_138份.zip,02130_30-09-2020_嘉泓物流_全球發售.pdf,5919309,4886400,success,594,592,2,
2020_138份.zip,02131_07-12-2020_云想科技_全球發售.pdf,29983995,27863345,success,497,497,0,
2020_138份.zip,02132_30-09-2020_譽燊豐控股_股份發售.pdf,4856580,4100759,success,426,426,0,
2020_138份.zip,02135_15-12-2020_瑞麗醫美_全球發售.pdf,16476193,14280971,success,606,604,2,
2020_138份.zip,02142_30-11-2020_和鉑醫藥－Ｂ_全球發售.pdf,10475108,5492511,success,654,653,1,
2020_138份.zip,02146_31-12-2020_榮萬家_全球發售.pdf,3955288,2948866,success,505,505,0,
2020_138份.zip,02148_08-12-2020_VESYNC_全球發售.pdf,14369147,11360220,success,510,509,1,
2020_138份.zip,02153_30-12-2020_達豐設備_全球發售.pdf,7526255,5960782,success,573,573,0,
2020_138份.zip,02158_31-12-2020_醫渡科技_全球發售.pdf,8671591,6952654,success,645,644,1,
2020_138份.zip,02159_31-12-2020_麥迪衛康_全球發售.pdf,5074692,3887291,success,641,640,1,
2020_138份.zip,02169_12-10-2020_滄港鐵路_全球發售.pdf,5291252,4396452,success,506,506,0,
2020_138份.zip,02263_31-01-2020_富石金融_股份發售.pdf,3358727,2360107,success,530,529,1,
2020_138份.zip,02381_19-05-2020_蜆壳電業_股份發售.pdf,3371326,3107993,success,457,457,0,
2020_138份.zip,02599_30-10-2020_祥生控股集團_全球發售.pdf,6263979,5762660,success,906,905,1,
2020_138份.zip,03347_28-07-2020_泰格醫藥_全球發售.pdf,5027536,3666267,success,692,692,0,
2020_138份.zip,03390_30-03-2020_滿貫集團_全球發售.pdf,4550564,4283183,success,484,483,1,
2020_138份.zip,03913_19-10-2020_合景悠活_全球發售.pdf,8688838,7184065,success,570,568,2,
2020_138份.zip,06063_30-03-2020_智中國際_股份發售.pdf,6934503,5760557,success,476,476,0,
2020_138份.zip,06078_16-06-2020_海吉亞醫療_全球發售.pdf,4895322,4005243,success,614,614,0,
2020_138份.zip,06618_26-11-2020_京東健康_全球發售.pdf,48268909,46476321,success,558,557,1,
2020_138份.zip,06666_23-11-2020_恒大物業_全球發售.pdf,6434404,4853824,success,584,582,2,
2020_138份.zip,06677_07-12-2020_遠洋服務_全球發售.pdf,4481635,3021373,success,617,617,0,
2020_138份.zip,06688_26-10-2020_螞蟻集團_H股首次公開發售.pdf,11583211,9181236,success,752,750,2,
2020_138份.zip,06813_24-01-2020_大喜屋集團_股份發售.pdf,16728879,14862073,success,490,490,0,
2020_138份.zip,06900_30-10-2020_上坤地產_全球發售.pdf,9548522,8048682,success,883,883,0,
2020_138份.zip,06918_28-02-2020_奇士達_全球發售.pdf,10490009,8067796,success,534,533,1,
2020_138份.zip,06933_30-06-2020_新娛科控股_全球發售.pdf,5390249,3793636,success,434,434,0,
2020_138份.zip,06958_29-06-2020_正榮服務_全球發售.pdf,3699240,2683034,success,533,533,0,
2020_138份.zip,06968_29-06-2020_港龍中國地產_全球發售.pdf,5485818,4211698,success,635,634,1,
2020_138份.zip,06969_29-06-2020_思摩爾國際_全球發售.pdf,7507504,6586819,success,590,590,0,
2020_138份.zip,06978_29-06-2020_永泰生物－Ｂ_全球發售.pdf,6535892,4352230,success,575,575,0,
2020_138份.zip,06988_10-09-2020_樂享互動_全球發售.pdf,14564376,8628844,success,521,521,0,
2020_138份.zip,06989_07-10-2020_卓越商企服務_全球發售.pdf,8790684,7285668,success,599,598,1,
2020_138份.zip,06993_04-12-2020_藍月亮集團_全球發售.pdf,52659337,50582163,success,545,544,1,
2020_138份.zip,06996_09-11-2020_德琪醫藥－Ｂ_全球發售.pdf,8541374,5459251,success,628,627,1,
2020_138份.zip,06998_23-09-2020_嘉和生物－Ｂ_全球發售.pdf,17526781,11720398,success,703,703,0,
2020_138份.zip,06999_26-11-2020_領地控股_全球發售.pdf,10278913,9007179,success,1030,1029,1,
2020_138份.zip,08489_30-12-2020_裕程物流_以股份發售方式於香港聯合交易所有限公司GEM上市.pdf,4945150,4044265,success,430,430,0,
2020_138份.zip,08496_29-04-2020_新加坡美食控股_股份發售.pdf,6379445,5482891,success,476,475,1,
2020_138份.zip,08616_31-03-2020_新威工程集團_股份發售.pdf,11274799,8707470,success,508,508,0,
2020_138份.zip,08620_31-03-2020_亞洲速運_股份發售.pdf,5913887,3946563,success,454,454,0,
2020_138份.zip,08623_24-06-2020_中國蜀塔_股份發售.pdf,24894164,19411235,success,572,572,0,
2020_138份.zip,08657_30-09-2020_TRUE PARTNER_股份發售.pdf,9094606,6743790,success,614,613,1,
2020_138份.zip,08659_30-06-2020_易和國際控股_股份發售.pdf,8399822,7177674,success,484,482,2,
2020_138份.zip,09600_21-12-2020_新紐科技_全球發售.pdf,10186841,7717550,success,480,480,0,
2020_138份.zip,09608_31-12-2020_宋都服務_全球發售.pdf,4598952,3041926,success,524,523,1,
2020_138份.zip,09616_17-09-2020_東軟教育_全球發售.pdf,47740153,45934566,success,663,662,1,
2020_138份.zip,09618_08-06-2020_京東集團－ＳＷ_全球發售.pdf,8184189,7033420,success,711,709,2,
2020_138份.zip,09633_25-08-2020_農夫山泉_全球發售.pdf,6772692,5459266,success,549,547,2,
2020_138份.zip,09666_05-11-2020_金科服務_全球發售.pdf,6208329,4110567,success,628,627,1,
2020_138份.zip,09668_30-06-2020_渤海銀行_全球發售.pdf,11675699,7760336,success,800,800,0,
2020_138份.zip,09677_29-09-2020_威海銀行_全球發售.pdf,5231365,4289641,success,897,897,0,
2020_138份.zip,09688_17-09-2020_再鼎醫藥－ＳＢ_全球發售.pdf,5557998,4504146,success,597,597,0,
2020_138份.zip,09698_21-10-2020_萬國數據－ＳＷ_全球發售.pdf,29123823,28319014,success,610,609,1,
2020_138份.zip,09901_29-10-2020_新東方－Ｓ_全球發售.pdf,4424561,3324950,success,465,464,1,
2020_138份.zip,09906_24-06-2020_宏力醫療管理_全球發售.pdf,5297526,4126328,success,424,424,0,
2020_138份.zip,09908_30-06-2020_嘉興燃氣_全球發售.pdf,7399926,5878221,success,701,701,0,
2020_138份.zip,09913_30-07-2020_智勤控股_以股份發售方式於香港聯合交易所有限公司主板上市.pdf,3298425,3006740,success,430,430,0,
2020_138份.zip,09916_25-02-2020_興業物聯_全球發售.pdf,4581947,3635208,success,393,393,0,
2020_138份.zip,09923_19-05-2020_移卡_全球發售.pdf,7846073,5577296,success,530,529,1,
2020_138份.zip,09926_14-04-2020_康方生物－Ｂ_全球發售.pdf,9994431,6584421,success,600,599,1,
2020_138份.zip,09929_31-01-2020_澳達控股_股份發售.pdf,4390662,3074827,success,472,472,0,
2020_138份.zip,09936_26-02-2020_稀美資源_全球發售.pdf,15979189,11694669,success,490,489,1,
2020_138份.zip,09939_12-05-2020_開拓藥業－Ｂ_全球發售.pdf,7926776,5395624,success,512,512,0,
2020_138份.zip,09958_10-06-2020_力天影業_全球發售.pdf,6772392,5112076,success,523,523,0,
2020_138份.zip,09969_11-03-2020_諾誠健華－Ｂ_全球發售.pdf,9243311,6747812,success,552,551,1,
2020_138份.zip,09977_30-06-2020_鳳祥股份_全球發售.pdf,45976964,44095815,success,711,711,0,
2020_138份.zip,09979_29-06-2020_綠城管理控股_全球發售.pdf,4823044,3914058,success,583,582,1,
2020_138份.zip,09983_05-05-2020_建業新生活_全球發售.pdf,40584104,38820178,success,566,565,1,
2020_138份.zip,09986_30-06-2020_大山教育_股份發售.pdf,15423783,12317713,success,611,609,2,
2020_138份.zip,09987_01-09-2020_百勝中國－Ｓ_全球發售.pdf,45656356,44613743,success,394,393,1,
2020_138份.zip,09989_24-06-2020_海普瑞_全球發售.pdf,41330709,39383146,success,794,792,2,
2020_138份.zip,09990_30-06-2020_祖龍娛樂_全球發售.pdf,15312751,12677454,success,510,510,0,
2020_138份.zip,09991_18-09-2020_寶尊電商－ＳＷ_全球發售.pdf,29592792,26374101,success,470,470,0,
2020_138份.zip,09992_01-12-2020_泡泡瑪特_全球發售.pdf,10682531,8724373,success,632,631,1,
2020_138份.zip,09993_16-10-2020_金輝控股_全球發售.pdf,8030260,6741806,success,688,688,0,
2020_138份.zip,09995_28-10-2020_榮昌生物－Ｂ_全球發售.pdf,11344580,8598232,success,766,765,1,
2020_138份.zip,09996_05-05-2020_沛嘉醫療－Ｂ_全球發售.pdf,6548433,4658222,success,569,568,1,
2020_138份.zip,09997_16-06-2020_康基醫療_全球發售.pdf,7841446,5915329,success,480,478,2,
2020_138份.zip,09999_02-06-2020_網易－Ｓ_全球發售.pdf,28988532,28143793,success,458,457,1,
2021_88份.zip,00013_18-06-2021_和黃醫藥_全球發售.pdf,11957076,8255628,success,819,818,1,
2021_88份.zip,00020_07-12-2021_商湯－Ｗ_全球發售.pdf,58954430,55771868,success,761,760,1,
2021_88份.zip,00606_21-06-2021_中駿商管_全球發售.pdf,4902040,3286477,success,525,525,0,
2021_88份.zip,01024_26-01-2021_快手－Ｗ_全球發售.pdf,53051317,50676357,success,848,847,1,
2021_88份.zip,01228_30-11-2021_北海康成－Ｂ_全球發售.pdf,8568172,5954274,success,676,675,1,
2021_88份.zip,01413_26-02-2021_廣聯工程控股_股份發售.pdf,8280630,6877088,success,490,490,0,
2021_88份.zip,01473_29-01-2021_環聯連訊_股份發售.pdf,6765535,5231585,success,437,437,0,
2021_88份.zip,01491_29-10-2021_貝特集團控股_全球發售.pdf,37816730,35883285,success,658,658,0,
2021_88份.zip,01927_26-02-2021_久久王_全球發售.pdf,12864892,10081769,success,474,472,2,
2021_88份.zip,01948_26-10-2021_UJU HOLDING_全球發售.pdf,7442723,6177959,success,546,546,0,
2021_88份.zip,01965_25-06-2021_朗詩綠色生活_全球發售.pdf,5050467,4019704,success,589,588,1,
2021_88份.zip,02015_03-08-2021_理想汽車－Ｗ_全球發售.pdf,9728011,7691405,success,626,625,1,
2021_88份.zip,02137_30-06-2021_騰盛博藥－Ｂ_全球發售.pdf,8931072,6579862,success,684,684,0,
2021_88份.zip,02150_18-06-2021_奈雪的茶_全球發售.pdf,5161097,3569088,success,621,620,1,
2021_88份.zip,02155_15-06-2021_森松國際_全球發售.pdf,7591126,5302181,success,613,613,0,
2021_88份.zip,02160_26-01-2021_心通醫療－Ｂ_全球發售.pdf,53564299,51542614,success,544,543,1,
2021_88份.zip,02161_26-01-2021_健倍苗苗_公開發售.pdf,33195560,31576132,success,442,441,1,
2021_88份.zip,02162_25-06-2021_康諾亞－Ｂ_全球發售.pdf,10876881,7026098,success,580,579,1,
2021_88份.zip,02165_29-06-2021_領悅服務集團_全球發售.pdf,5513253,3977608,success,572,572,0,
2021_88份.zip,02170_27-01-2021_貝康醫療－Ｂ_全球發售.pdf,36058014,34189888,success,613,613,0,
2021_88份.zip,02171_07-06-2021_科濟藥業－Ｂ_全球發售.pdf,10840728,6211322,success,729,728,1,
2021_88份.zip,02175_30-06-2021_中國通才教育_全球發售.pdf,19973513,17892687,success,570,570,0,
2021_88份.zip,02177_28-06-2021_優趣匯控股_全球發售.pdf,7752379,6044103,success,599,598,1,
2021_88份.zip,02185_13-12-2021_百心安－Ｂ_全球發售.pdf,5563979,4620117,success,619,617,2,
2021_88份.zip,02187_16-03-2021_智欣集團控股_股份發售.pdf,19674559,14692568,success,599,599,0,
2021_88份.zip,02190_22-06-2021_歸創通橋－Ｂ_全球發售.pdf,11196907,8771374,success,716,716,0,
2021_88份.zip,02191_05-05-2021_順豐房託_全球發售.pdf,9293868,5549282,success,648,647,1,
2021_88份.zip,02192_30-06-2021_醫脈通_全球發售.pdf,51226263,48803358,success,667,666,1,
2021_88份.zip,02195_19-03-2021_盈滙企業控股_股份發售.pdf,36860001,35256960,success,437,435,2,
2021_88份.zip,02197_25-10-2021_三葉草生物－Ｂ_全球發售.pdf,11058518,7912041,success,681,681,0,
2021_88份.zip,02205_29-06-2021_康橋悅生活_全球發售.pdf,4908927,2821353,success,570,570,0,
2021_88份.zip,02207_30-06-2021_融信服務_全球發售.pdf,6099204,3951143,success,529,529,0,
2021_88份.zip,02209_28-06-2021_喆麗控股_全球發售.pdf,11733851,9546507,success,606,606,0,
2021_88份.zip,02210_29-10-2021_京城佳業_全球發售.pdf,4153353,2751534,success,605,605,0,
2021_88份.zip,02215_29-06-2021_德信服務集團_全球發售.pdf,3978420,2537576,success,562,562,0,
2021_88份.zip,02216_13-09-2021_堃博醫療－Ｂ_全球發售.pdf,7367977,5229325,success,700,698,2,
2021_88份.zip,02217_23-09-2021_譚仔國際_全球發售.pdf,9624043,9286399,success,514,514,0,
2021_88份.zip,02219_24-06-2021_朝聚眼科_全球發售.pdf,7201379,5693895,success,562,562,0,
2021_88份.zip,02235_06-10-2021_微泰醫療－Ｂ_全球發售.pdf,6653440,4619908,success,661,660,1,
2021_88份.zip,02250_30-12-2021_德盈控股_全球發售.pdf,5929600,5452965,success,582,580,2,
2021_88份.zip,02251_26-10-2021_鷹瞳科技－Ｂ_全球發售.pdf,50803150,49068578,success,638,638,0,
2021_88份.zip,02252_21-10-2021_微創機器人－Ｂ_全球發售.pdf,8304545,6484569,success,526,524,2,
2021_88份.zip,02256_30-09-2021_和譽－Ｂ_全球發售.pdf,10021109,7162485,success,632,631,1,
2021_88份.zip,02257_20-12-2021_聖諾醫藥－Ｂ_全球發售.pdf,55410440,52664658,success,724,723,1,
2021_88份.zip,02260_29-12-2021_環龍控股_全球發售.pdf,38044135,36104163,success,638,638,0,
2021_88份.zip,02265_29-10-2021_鴻承環保科技_全球發售.pdf,8930706,6754564,success,606,606,0,
2021_88份.zip,02270_30-11-2021_德商產投服務_全球發售.pdf,4454942,3195095,success,595,595,0,
2021_88份.zip,02273_30-11-2021_固生堂_全球發售.pdf,9573290,6436080,success,636,636,0,
2021_88份.zip,02276_30-11-2021_康耐特光學_全球發售.pdf,8064682,6608410,success,674,674,0,
2021_88份.zip,02279_01-12-2021_雍禾醫療_全球發售.pdf,6815763,5468774,success,534,533,1,
2021_88份.zip,02285_17-12-2021_泉峰控股_全球發售.pdf,23736746,16481272,success,609,607,2,
2021_88份.zip,02378_20-09-2021_保誠_售股章程 - 股份發售.pdf,2722712,2143211,success,122,120,2,
2021_88份.zip,02518_04-03-2021_汽車之家－Ｓ_全球發售.pdf,6946208,6004565,success,376,376,0,
2021_88份.zip,02618_17-05-2021_京東物流_全球發售.pdf,48248808,45643256,success,577,576,1,
2021_88份.zip,03658_11-05-2021_新希望服務_全球發售.pdf,4506996,2932076,success,577,576,1,
2021_88份.zip,06127_16-02-2021_昭衍新藥_全球發售.pdf,6640737,5031122,success,692,691,1,
2021_88份.zip,06601_26-02-2021_朝雲集團_全球發售.pdf,8722456,7959472,success,593,592,1,
2021_88份.zip,06606_05-02-2021_諾輝健康－Ｂ_全球發售.pdf,8648159,5653364,success,698,697,1,
2021_88份.zip,06608_19-03-2021_百融雲－Ｗ_全球發售.pdf,6459946,5339637,success,554,553,1,
2021_88份.zip,06609_10-08-2021_心瑋醫療－Ｂ_全球發售.pdf,13240600,11220394,success,653,651,2,
2021_88份.zip,06611_30-06-2021_三巽集團_全球發售.pdf,7786689,7343653,success,810,810,0,
2021_88份.zip,06616_30-06-2021_環球新材國際_全球發售.pdf,9024312,7117315,success,635,633,2,
2021_88份.zip,06622_16-04-2021_兆科眼科－Ｂ_全球發售.pdf,10048073,9394000,success,666,665,1,
2021_88份.zip,06626_16-06-2021_越秀服務_全球發售.pdf,5516276,4047039,success,603,602,1,
2021_88份.zip,06628_14-09-2021_創勝集團－Ｂ_全球發售.pdf,15093779,11193773,success,705,705,0,
2021_88份.zip,06633_06-12-2021_青瓷遊戲_全球發售.pdf,10453083,9073051,success,507,505,2,
2021_88份.zip,06668_14-01-2021_星盛商業_全球發售.pdf,4939210,4547261,success,594,593,1,
2021_88份.zip,06669_12-08-2021_先瑞達醫療－Ｂ_全球發售.pdf,10442369,8143475,success,598,598,0,
2021_88份.zip,06680_31-12-2021_金力永磁_全球發售.pdf,5458237,4293417,success,665,665,0,
2021_88份.zip,06699_03-06-2021_時代天使_全球發售.pdf,8757492,7595587,success,457,455,2,
2021_88份.zip,06821_30-11-2021_凱萊英_全球發售.pdf,10132877,8558269,success,735,735,0,
2021_88份.zip,06909_30-06-2021_百得利控股_全球發售.pdf,4424787,3661295,success,598,596,2,
2021_88份.zip,06913_30-06-2021_華南職業教育_全球發售.pdf,11393157,11187019,success,711,710,1,
2021_88份.zip,06939_18-03-2021_美佳音控股_全球發售.pdf,5933469,3792027,success,586,586,0,
2021_88份.zip,09626_18-03-2021_嗶哩嗶哩－ＳＷ_全球發售.pdf,49755463,48675832,success,450,449,1,
2021_88份.zip,09699_30-11-2021_順豐同城_全球發售.pdf,11960262,10089039,success,593,592,1,
2021_88份.zip,09858_07-06-2021_優然牧業_全球發售.pdf,8175530,5162143,success,836,835,1,
2021_88份.zip,09868_25-06-2021_小鵬汽車－Ｗ_全球發售.pdf,10803307,9479357,success,607,606,1,
2021_88份.zip,09869_31-08-2021_海倫司_全球發售.pdf,4124877,2984370,success,537,536,1,
2021_88份.zip,09888_12-03-2021_百度集團－ＳＷ_全球發售.pdf,4630926,4350008,success,550,549,1,
2021_88份.zip,09889_16-09-2021_東莞農商銀行_全球發售.pdf,42728784,38931118,success,847,846,1,
2021_88份.zip,09898_29-11-2021_微博－ＳＷ_全球發售.pdf,3259042,2444196,success,566,565,1,
2021_88份.zip,09899_23-11-2021_雲音樂_全球發售.pdf,7044409,5633874,success,521,520,1,
2021_88份.zip,09956_29-10-2021_安能物流_全球發售.pdf,9450487,7716044,success,590,590,0,
2021_88份.zip,09959_26-03-2021_聯易融科技－Ｗ_全球發售.pdf,10105463,7726777,success,584,582,2,
2021_88份.zip,09960_29-06-2021_康聖環球_全球發售.pdf,10965231,8424879,success,673,671,2,
2021_88份.zip,09961_08-04-2021_攜程集團－Ｓ_全球發售.pdf,7693425,7009006,success,367,366,1,
2021_88份.zip,09982_18-05-2021_中原建業_全球發售.pdf,12525851,11092867,success,430,428,2,
2022_87份.zip,00314_12-12-2022_思派健康_全球發售.pdf,36420792,34748433,success,551,550,1,
2022_87份.zip,00816_25-02-2022_金茂服務_全球發售.pdf,11935298,7994172,success,684,683,1,
2022_87份.zip,01204_29-06-2022_博維智慧_全球發售.pdf,34455572,32348288,success,502,502,0,
2022_87份.zip,01244_29-11-2022_3D MEDICINES-B_全球發售.pdf,30240144,26845589,success,802,801,1,
2022_87份.zip,01406_31-01-2022_清晰醫療_全球發售.pdf,6845524,5251382,success,482,481,1,
2022_87份.zip,01407_31-10-2022_交運燃氣_全球發售.pdf,9402155,7042228,success,657,655,2,
2022_87份.zip,01489_23-09-2022_GC CONSTRUCTION_股份發售.pdf,42843582,42003517,success,538,538,0,
2022_87份.zip,01880_15-08-2022_中國中免_全球發售.pdf,10531954,8398197,success,623,623,0,
2022_87份.zip,01947_30-11-2022_美皓集團_全球發售.pdf,4951275,2932108,success,589,589,0,
2022_87份.zip,02121_17-01-2022_創新奇智_全球發售.pdf,7312204,5797092,success,546,545,1,
2022_87份.zip,02145_12-12-2022_上美股份_全球發售.pdf,11750277,9494023,success,664,662,2,
2022_87份.zip,02147_30-12-2022_正味集團_股份發售.pdf,53390355,51502116,success,620,620,0,
2022_87份.zip,02152_11-08-2022_蘇新服務_全球發售.pdf,5018214,3228877,success,704,704,0,
2022_87份.zip,02157_10-02-2022_樂普生物－Ｂ_全球發售.pdf,8365263,7038814,success,822,820,2,
2022_87份.zip,02167_21-06-2022_天潤雲_全球發售.pdf,5633335,4325673,success,576,576,0,
2022_87份.zip,02172_29-06-2022_微創腦科學_全球發售.pdf,8203337,7184007,success,516,514,2,
2022_87份.zip,02179_21-03-2022_瑞科生物－Ｂ_全球發售.pdf,25484617,22076262,success,655,653,2,
2022_87份.zip,02237_30-06-2022_中國石墨_全球發售.pdf,22252725,18964008,success,662,660,2,
2022_87份.zip,02245_21-11-2022_力勤資源_全球發售.pdf,61360661,58498794,success,872,871,1,
2022_87份.zip,02246_14-06-2022_快狗打車_全球發售.pdf,12352600,9884468,success,714,713,1,
2022_87份.zip,02291_27-10-2022_心泰醫療_全球發售.pdf,15326188,12004806,success,757,756,1,
2022_87份.zip,02297_27-06-2022_潤邁德－Ｂ_全球發售.pdf,9134963,6641650,success,620,620,0,
2022_87份.zip,02306_30-12-2022_樂華娛樂_全球發售.pdf,7617461,6108625,success,581,580,1,
2022_87份.zip,02315_19-08-2022_百奧賽圖－Ｂ_全球發售.pdf,11413486,7430177,success,755,754,1,
2022_87份.zip,02321_08-08-2022_雙財莊_全球發售.pdf,15899397,13453471,success,579,579,0,
2022_87份.zip,02325_05-05-2022_雲康集團_全球發售.pdf,7243924,4596162,success,613,612,1,
2022_87份.zip,02347_26-05-2022_友和集團_全球發售.pdf,8146319,6470483,success,546,545,1,
2022_87份.zip,02350_13-09-2022_數科集團_股份發售.pdf,15305798,13772529,success,546,544,2,
2022_87份.zip,02352_19-04-2022_東原仁知服務_全球發售.pdf,5787308,4067160,success,775,775,0,
2022_87份.zip,02361_28-06-2022_中康控股_全球發售.pdf,7543395,4774942,success,627,626,1,
2022_87份.zip,02367_25-10-2022_巨子生物_全球發售.pdf,10358862,7235482,success,605,603,2,
2022_87份.zip,02370_22-03-2022_力高健康生活_全球發售.pdf,8469777,6912480,success,610,608,2,
